paper,citationKey,robot,Main
"Sharp G.D. and S. Pirages. 1978. The distribution of red and white swimming muscles, their biochemistry, and the biochemical phylogeny of selected scombrid fishes. Pp. 41–78 in G.D. Sharp and A.D. Dizon, eds. The Physiological Ecology of Tunas. Academic Press, New York.",Sharp_1978,,FALSE
"Shiels H.A., J.M. Blank, A.P. Farrell, and B.A. Block. 2004. Electrophysiological properties of the L-type Ca2 current in cardiomyocytes from bluefin tuna and Pacific mackerel. Am J Physiol 286:R659–R668.",Shiels_etal_2004,,FALSE
Steffensen J.F. 1989. Some errors in respirometry of aquatic breathers: how to avoid and correct for them. Fish Physiol Biochem 6:49–59.,Steffensen_1989,,FALSE
"Steffensen J.F., P.G. Bushnell, and H. Schurmann. 1994. Oxygen consumption in four species of teleosts from Greenland: no evidence of metabolic cold adaptation. Polar Biol 14:49–54.",Steffensen_etal_1994,,FALSE
Stevens E.D. and J.M. McLeese. 1984. Why bluefin tuna have warm tummies: temperature effect on trypsin and chymotrypsin. Am J Physiol 246:R487–R494.,Stevens_1984,,FALSE
"Thorarensen H., P.E. Gallaugher, A.K. Kiessling, and A.P. Farrell. 1993. Intestinal blood flow in swimming chinook salmon Oncorhynchus tshawytscha and the effects of haematocrit on blood flow distribution. J Exp Biol 179:115–129.",Thorarensen_etal_1993,,FALSE
Tucker V.A. 1970. Energetic cost of locomotion in animals. Comp Biochem Physiol 34:841–846,Tucker_1970,,FALSE
"Videler J.J. 1993. Fish Swimming. Vol. 10. Fish and Fisheries. Chapman & Hall, London.",Videler_1993,,FALSE
"Vornanen M., H. A. Shiels, and A. P. Farrell. 2002. Plasticity of excitation-contraction coupling in fish cardiac myocytes.",Vornanen_etal_2002,,FALSE
"Cen, L., & Erturk, A. (2013). Bio-inspired aquatic robotics by untethered piezohydroelastic actuation. Bioinspiration & Biomimetics, 8(1), 16006. http://stacks.iop.org/1748-3190/8/i=1/a=016006",CenErturk_2013,TRUE,TRUE
Bandyopadhyay P R 2005 Trends in biorobotic autonomous undersea vehicles IEEE J. Ocean. Eng. 30 109–39,Bandyopadhyay_2005,,FALSE
Roper D et al 2011 A review of developments towards biologically inspired propulsion systems for autonomous underwater vehicles Proc. Inst. Mech. Eng. M 225 77–96,Roper_2011,,FALSE
Chu W S et al 2012 Review of biomimetic underwater robots using smart actuators Int. J. Precis. Eng. Manuf. 13 1281–92,Chu_2012,TRUE,FALSE
Low K and Willy A 2006 Biomimetic motion planning of an undulating robotic fish fin J. Vib. Control 12 1337–59,Low_2006,,FALSE
Crespi A et al 2008 Controlling swimming and crawling in a fish robot using a central pattern generator Auton. Robots 25 3–13,Crespi_2008,TRUE,
Valdivia y Alvarado P 2007 Design of biomimetic compliant devices for locomotion in liquid environments PhD Thesis Crespi A et al 2008 Controlling swimming and crawling in a fish robot using a central pattern generator Auton. Robots,Valdivia_2007,TRUE,FALSE
"Liu F, Lee K M and Yang C J 2012 Hydrodynamics of an undulating fin for a wave-like locomotion system design",Liu_etal_2012,,FALSE
Zhou C and Low K 2012 Design and locomotion control of a biomimetic underwater vehicle with fin propulsion,Zhou_2012,,FALSE
Wen L et al 2012 Quantitative thrust efficiency of a self-propulsive robotic fish: experimental method and hydrodynamic investigation IEEE/ASME Trans.,Wen_2012,TRUE,FALSE
"Serchi F G, Arienti A and Laschi C 2012 Biomimetic vortex propulsion: toward the new paradigm of soft unmanned underwater vehicles IEEE/ASME Trans. Mechatronics",Serchi_2012,,FALSE
"Shahinpoor M 1992 Conceptual design, kinematics and dynamics of swimming robotic structures using ionic polymeric gel muscles Smart Mater. Struct. 1 91–95",Shahinpoor_1992,TRUE,FALSE
Mojarrad M and Shahinpoor M 1996 Noiseless propulsion for swimming robotic structures using polyelectrolyte ion-exchange membrane Proc. SPIE 2716 183–92,Mojarrad_1996,TRUE,FALSE
Laurent G and Piat E 2001 Efficiency of swimming microrobots using ionic polymer metal composite actuators Proc. IEEE Int. Conf. on Robotics and Automation vol 4 pp 3914–9,Laurent_2001,TRUE,FALSE
Kim K J 2003 Fabrication and development of electroactive ionic polymer–metal composites and their applications as smart materials THERMEC '2003 vols 426–32 pp 2249–54,Kim_2003,,FALSE
Kim B et al 2005 A biomimetic undulatory tadpole robot using ionic polymer–metal composite actuators Smart Mater.,Kim_2005_b,TRUE,FALSE
Chung C K et al 2005 A novel fabrication of ionic polymer–metal composites (IPMC) actuator with silver nano-powders Transducers '05: Digest of Technical Papers vols 1 and 2 pp 217–20,Chung_2005,,FALSE
Guo S X et al 2006 Underwater swimming micro robot using IPMC actuator ICMA 2006: Proc. IEEE Int. Conf. on Mechatronics and Automation vols 1–3 pp 249–54,Guo_2006,TRUE,FALSE
Chung C K et al 2006 A novel fabrication of ionic polymer–metal composites (IPMC) actuator with silver nano-powders Sensors Actuators B 117 367–75,Chung_2006,,FALSE
Tan X B et al 2006 An autonomous robotic fish for mobile sensing IEEE/RSJ Int. Conf. on Intelligent Robots and Systems vols 1–12 pp 5424–9,Tan_2006,TRUE,FALSE
Brunetto P et al 2008 A model of ionic polymer–metal composite actuators in underwater operations Smart Mater.,Brunetto_2008,,FALSE
Mbemmo E et al 2008 Modeling of biomimetic robotic fish propelled by an ionic polymer–metal composite actuator,Mbemmo_2008,TRUE,FALSE
"Jeon J H, Yeorn S W and Oh I K 2008 Fabrication and actuation of ionic polymer metal composites patterned by combining electroplating with electroless plating Composites A 39 588–96 de Witt B J and Hugo R J 2009 A preliminary study of the transition of an in-line pipe vortex to slug flow using particle image velocimetry Proc. ASME Fluids Engineering Division Summer Conf. (2008) vol 1 Pts A and B pp 637–46",Jeon_etal_2008,,FALSE
"Chen Z, Shatara S and Tan X B 2010 Modeling of biomimetic robotic fish propelled by an ionic polymer-metal composite caudal fin IEEE/ASME Trans. Mechatronics 15 448–59",Chen_etal_2010,TRUE,FALSE
"Aureli M, Kopman V and Porfiri M 2010 Free-locomotion of underwater vehicles actuated by ionic polymer metal composites IEEE/ASME Trans. Mechatronics 15 603–14",Aureli_etal_2010,,FALSE
Takagi K et al 2006 Development of a Rajiform swimming robot using ionic polymer artificial muscles IEEE/RSJ Int. Conf. on Intelligent Robots and Systems vols 1–12 pp 1861–6,Takagi_etal_2006,TRUE,FALSE
"Chen Z, Um T I and Zhu J 2011 Bio-inspired robotic Cownose ray propelled by electroactive polymer pectoral fin Proc.",Chen_etal_2011,TRUE,FALSE
"Chen Z, Um T I and Bart-Smith H 2011 Ionic polymer–metal composite enabled robotic manta ray Proc. SPIE",Chen_etal_2011_b,TRUE,FALSE
Shinjo N and Swain G W 2004 Use of a shape memory alloy for the design of an oscillatory propulsion system IEEE J.,Shinjo_2004,,FALSE
Wang Z L et al 2008 A micro-robot fish with embedded SMA wire actuated flexible biomimetic fin Sensors Actuators A,Wang_etal_2008,TRUE,FALSE
Wang Z et al 2008 Embedded SMA wire actuated biomimetic fin: a module for biomimetic underwater propulsion Smart,Wang_etal_2008_b,,FALSE
"Cho K J et al 2008 Design, fabrication and analysis of a body-caudal fin propulsion system for a microrobotic fish pp 706–11",Cho_etal_2008,TRUE,FALSE
Rossi C et al 2011 A motor-less and gear-less bio-mimetic robotic fish design IEEE Int. Conf. on Robotics and Automation pp 3646–51,Rossi__etal_2011_b,TRUE,FALSE
"Zhang Y S and Liu G J 2005 Design, analysis and experiments of a wireless swimming micro robot IEEE Int. Conf. on Mechatronics and Automations vol 2 pp 946–51",Zhang_2005,TRUE,FALSE
Zhang Y S and Liu G J 2005 Wireless micro biomimetic swimming robot based on giant magnetostrictive films,Zhang_2005_b,TRUE,FALSE
"Zhang Y S and Liu G J 2009 Wireless swimming microrobot: design, analysis, and experiments Trans. ASME, J. Dyn.",Zhang_2009,TRUE,FALSE
Zhang Z 2007 Design and control of a fish-like robot using an electrostatic motor Proc. IEEE Int. Conf. on Robotics and Automation (ROME) pp 974–9,Zhang_2007,TRUE,FALSE
"Philen M and Neu W 2011 Hydrodynamic analysis, performance assessment, and actuator design of a flexible tail propulsor in an artificial alligator Smart Mater. Struct.",Philen_2011,,FALSE
"Cook-Chennault K A, Thambi N and Sastry A M 2008 Powering MEMS portable devices—a review of non-regenerative and regenerative power supply systems with special emphasis on piezoelectric energy harvesting systems Smart Mater. Struct. 17 043001",Cook-Chennault_2008,,
Uchino K 2008 Piezoelectric actuators 2006—expansion from IT/robotics to ecological energy applications J. Electroceram. 20 301–11,Uchino_2008,TRUE,FALSE
Trolier-McKinstry S and Muralt P 2004 Thin film piezoelectrics for MEMS J. Electroceram. 12 7–17,Trolier-Mckinstry_2004,,FALSE
Erturk A and Delporte G 2011 Underwater thrust and power generation using flexible piezoelectric composites: an experimental investigation toward self-powered swimmer-sensor platforms Smart Mater. Struct.,Erturk_2011_e,,FALSE
Erturk A and Inman D J 2011 Piezoelectric Energy Harvesting (Chichester: Wiley) p 392,Erturk_2011,,FALSE
"Aureli M, Basaran M E and Porfiri M 2012 Nonlinear finite amplitude vibrations of sharp-edged beams in viscous fluids",Aureli_etal_2012,,FALSE
Aureli M and Porfiri M 2010 Low frequency and large amplitude oscillations of cantilevers in viscous fluids Appl.,Aureli_2010,,FALSE
"Chu W 1963 Technical Report No 2 DTMB, Contract",Chu_1963,,FALSE
Taylor G 1951 Analysis of the swimming of microscopic organisms Proc. R. Soc. Lond. B 139 141,Taylor_1951,,FALSE
Taylor G 1952 The action of waving cylindrical tails in propelling microscopic organisms Proc. R. Soc. Lond. A,Taylor_1952_b,,FALSE
"Anton S R, Erturk A and Inman D J 2010 Multifunctional self-charging structures using piezoceramics and thin-film batteries Smart Mater. Struct. 19 115021",Anton_etal_19,,FALSE
Abdelnour K et al 2009 Hydrodynamics of underwater propulsors based on ionic polymer–metal composites: a numerical study Smart Mater. Struct. 18 085006,Abdelnour_etal_2009,,FALSE
Wang Z L et al 2009 A micro biomimetic manta ray robot fish actuated by SMA IEEE Int. Conf. on Robotics and Biomimetics vols 1–4 pp 1809–13,Wang_etal_2009,TRUE,FALSE
Wang W B et al 2009 Bio-inspired design and realization of a novel multimode amphibious robot IEEE Int. Conf. on Automation and Logistics vols 1–3 pp 140–5,Wang_2009,TRUE,FALSE
Ding R et al 2009 CPG-based dynamics modeling and simulation for a biomimetic amphibious robot IEEE Int.,Ding_2009_f,TRUE,FALSE
Fan R F et al 2005 Optimized design and implementation of biomimetic robotic dolphin IEEE Int. Conf. on Robotics and Biomimetics pp 484–9,Fan_2005,TRUE,FALSE
Hirata K 2000 Development of experimental fish robot Proc. ISME Tokyo vol 2 pp 711–4,Hirata_2000,TRUE,FALSE
Liu J-D and Hu H 2006 Biologically inspired behaviour design for autonomous robotic fish Int. J. Autom. Comput.,Liu_2006,TRUE,FALSE
Hu H 2006 Biologically inspired design of autonomous robotic fish at Essex IEEE SMC UK-RI Chapter Conf. pp 3–8,Hu_2006,TRUE,FALSE
de Witt B J and Hugo R J 2009 A preliminary study of the transition of an in-line pipe vortex to slug flow using particle image velocimetry Proc. ASME Fluids Engineering Division Summer Conf. (2008) vol 1 Pts A and B pp 637–46,deWitt_2009,,
Low K 2011 Current and future trends of biologically inspired underwater vehicles Proc. Defense Science Research Conf.,Low_2011,,FALSE
"Papadopoulos E, Apostolopoulos E and Tsigkourakos P 2009",Papadopoulos_2009,,FALSE
"Shin D, Na S Y, Kim J Y and Baek S J 2007 Fish robots for water pollution monitoring using ubiquitous sensor networks with sonar localization Int. Conf. on Convergence Information Technology pp 1298–303",Shin_etal_2007,TRUE,FALSE
Shin D et al 2008 Fuzzy neural networks for obstacle pattern recognition and collision avoidance of fish robots Soft,Shin_etal_2008,,FALSE
"Lauder G V and Drucker E G 2002 Forces, fishes, and fluids: hydrodynamic mechanisms of aquatic locomotion News",Lauder_2002,,FALSE
Wilkie W K et al 2000 Low-cost piezocomposite actuator for structural control applications Proc. SPIE 3991 323,Wilkie_etal_2000,,FALSE
"High J W and Wilkie WK 2003 Method of fabricating NASA-standard macro-fiber composite piezoelectric actuators Technical Report NASA/TM-2003-2 12427, ARL-TR-2833, Langley Research Center, National Aeronautics and Space Administration, Hampton, VA",High_2003,,FALSE
"Bryant R G 2007 Overview of NASA Langley's piezoelectric ceramic packaging technology and applications Langley Research Center, National Aeronautics and Space",Bryant_2007,,FALSE
Fukuda T et al 1995 Steering mechanism and swimming experiment of micro mobile robot in water IEEE Proc.,Fukuda_etal_1995,TRUE,FALSE
Heo S et al 2007 Effect of an artificial caudal fin on the performance of a biomimetic fish robot propelled by piezoelectric actuators J. Bionic Eng. 4 151–8,Heo_etal_2007,TRUE,FALSE
"Sfakiotakis M, Lane D M and Davies J B C 1999 Review of fish swimming modes for aquatic locomotion IEEE J.",Sfakiotakis_etal_1999,,FALSE
Sader J E 1998 Frequency response of cantilever beams immersed in viscous fluids with applications to the atomic force microscope J. Appl. Phys. 84 64–76,Sader_1998,,FALSE
Van Eysden C A and Sader J E 2007 Frequency response of cantilever beams immersed in viscous fluids with applications to the atomic force microscope: arbitrary mode order J. Appl. Phys. 101 044908,van_Eysden_2007,,FALSE
"Chon J W M, Mulvaney P and Sader J E 2000 Experimental validation of theoretical models for the frequency response of atomic force microscope cantilever beams immersed in fluids J. Appl. Phys. 87 3978–88",Chon_etal_2000,,FALSE
Van Eysden C A and Sader J E 2006 Resonant frequencies of a rectangular cantilever beam immersed in a fluid J. Appl.,van_Eysden_2006,,FALSE
Lighthill M J 1969 Hydromechanics of aquatic animal propulsion Annu. Rev. Fluid Mech. 1 413–446,Lighthill_1969,,FALSE
Lighthill M J 1970 Aquatic animal propulsion of high hydromechanical efficiency J. Fluid Mech. 44 265–301,Lighthill_1970,,FALSE
Lighthill M J 1971 Large-amplitude elongated-body theory of fish locomotion Proc. R. Soc. Lond. B 179 125–38,Lighthill_1971,,FALSE
Meirovitch L 2001 Fundamentals of Vibrations (Boston: McGraw-Hill) 806 pp,Meirovitch_2001,,FALSE
Wolf K and Gottlieb O 2002 Nonlinear dynamics of a noncontacting atomic force microscope cantilever actuated by a piezoelectric layer J. Appl. Phys. 91 4701–9,Wolf_2002,,FALSE
Usher T and Sim A 2005 Nonlinear dynamics of piezoelectric high displacement actuators in cantilever mode J. Appl.,Usher_2005,,FALSE
Stanton S C et al 2010 Nonlinear piezoelectricity in electroelastic energy harvesters: modeling and experimental identification J. Appl. Phys. 108 074903,Stanton_2010,,FALSE
Maali A et al 2005 Hydrodynamics of oscillating atomic force microscopy cantilevers in viscous fluids J. Appl. Phys. ,Maali_2005_h,,FALSE
"Chen, B., & Jiang, H. (2019). Swimming Performance of a Tensegrity Robotic Fish. Soft Robotics.",ChenJiang_2019,TRUE,TRUE
"Feilich KL, Lauder GV. Passive mechanical models of fish caudal fins: effects of shape and stiffness on selfpropulsion. Bioinspir Biomim 2015;10:036002.",Feilich_2015,,FALSE
Lauder GV. Fish locomotion: recent advances and new directions. Annu Rev Mar Sci 2015;7:521–545.,Lauder_2015,,FALSE
"Bale R, Hao M, Bhalla APS, et al. Gray's paradox: a fluid mechanical perspective. Sci Rep 2014;4:5904.",Bale_etal_2014,,FALSE
"Akanyeti O, Thornycroft PJM, Lauder GV, et al. Fish optimize sensing and respiration during undulatory swimming. Nat Commun 2016;7:11044.",Akanyeti_etal_2016,,FALSE
"Park YJ, Huh TM, Park D, et al. Design of a variablestiffness flapping mechanism for maximizing the thrust of a bio-inspired underwater robot. Bioinspir Biomim 2014;9: 036002.",Park_etal_2014,TRUE,FALSE
"Roper DT, Sharma S, Sutton R, et al. A review of developments towards biologically inspired propulsion systems for autonomous underwater vehicles. Proc IME M J Eng Marit Environ 2011;225:77–96.",Roper_etal_2011,,FALSE
"Raj A, Thakur A. Fish-inspired robots: design, sensing, actuation, and autonomy—a review of research. Bioinspir Biomim 2016;11:031001.",Raj_2016,TRUE,FALSE
"Daou HEl, Salumäe T, Chambers LD, et al. Modelling of a biologically inspired robotic fish driven by compliant parts. Bioinspir Biomim 2014;9:016010.",Daou_etal_2014,TRUE,FALSE
"Tytell ED, Hsu C-Y, Williams TL, et al. Interactions between internal forces, body stiffness, and fluid environment in a neuromechanical model of lamprey swimming. Proc Natl Acad Sci U S A 2010;107:19832–19837.",Tytell_etal_2010,,FALSE
"McMillen T, Holmes P. An elastic rod model for anguilliform swimming. J Math Biol 2006;53:843–886.",Mcmillen_2006,,FALSE
"Westneat MW, Hoese W, Pell CA, et al. The horizontal septum: mechanisms of force transfer in locomotion of scombrid fishes (Scombridae, Perciformes). J Morphol 1993;217:183–204.",Westneat_etal_1993,,FALSE
"Quennouelle C, Gosselin CM. Stiffness matrix of compliant parallel mechanisms. In: Lenarčič J and Wenger P (eds). Dordrecht: Springer, 2008. pp. 331–341.",Quennouelle_2008,,FALSE
Chakarov D. Study of the antagonistic stiffness of parallel manipulators with actuation redundancy. Mech Mach Theory 2004;39:583–601.,Chakarov_2004,,FALSE
"Azadi M, Behzadipour S, Faulkner G. Antagonistic variable stiffness elements. Mech Mach Theory 2009;44:1746–1758.",Azadi_etal_2009,,FALSE
"Behzadipour S, Khajepour A. Stiffness of cable-based parallel manipulators with application to stability analysis. J Mech Design 2006;128:303–310.",Behzadipour_2006,,FALSE
"Henry MJMC, Pell CA, Long JH Jr., et al. Mechanical control of swimming speed: stiffness and axial wave form in undulating fish models. J Exp Biol 1995;2305:2293–2305.",Henry_etal_1995,,FALSE
"Long JH Jr., Nipper KS. The importance of body stiffness in undulatory propulsion. Am Zool 1996;36:678–694.",Long_1996,,FALSE
